Proteins,ECC,GO,SubCell
YDR394W,32.76155834,345.9404762,1800
YER012W,32.42050669,386.0142857,798.25
YLR333C,54.58898734,471.5,0
YNR010W,18.17342211,128.4178571,1342
YOR174W,18.17342211,145.3166667,1342
YBL092W,78.67745419,292,0
YOR261C,32.02698937,674.6666667,0
YER021W,32.02698937,663.3333333,0
YMR112C,16.87342211,227.6666667,1100
YHR058C,16.87342211,155.0666667,1100
YPR168W,16.87342211,139.6333333,1100
YOR157C,31.12257492,393.6,595
YER094C,32.02698937,379.9333333,578
YGR104C,16.77518979,126.9,1100
YNL236W,16.4441731,127.7928571,1122
YGR253C,31.83544802,383.7666667,578
YBR253W,16.70751302,192.4166667,1100
YJL001W,31.78413223,380.1,578
YBR193C,16.42633586,115.927381,1104
YOL135C,16.35524029,155.0666667,1100
YDR308C,16.29463423,136.3952381,1100
YBL093C,15.95405452,131.8238095,1122
YBL041W,30.96896863,436.4,578
YPR103W,30.00518461,389.3,578
YJL190C,54.58898734,317.1666667,0
YOL039W,78.67745419,219.9166667,0
YGR085C,78.67745419,219.9166667,0
YOR362C,29.85753856,359.9904762,578
YHR203C,52.94792347,317.1666667,0
YBL072C,52.08000997,317.1666667,0
YFR050C,28.40974529,357.9571429,578
YGR232W,32.02698937,506.9166667,0
YDL147W,31.29914724,506.9166667,0
YDL081C,78.67745419,177.5666667,0
YGL011C,32.02698937,433,0
YDR382W,77.88501592,177.5666667,0
YHR200W,32.02698937,425.8333333,0
YFR052W,32.02698937,425.6333333,0
YLR441C,54.58898734,244,0
YPL131W,78.96797286,165.7333333,0
YLR340W,78.96797286,165.7333333,0
YDL061C,54.58898734,230,0
YML092C,31.78413223,380.1,0
YMR314W,31.78413223,380.1,0
YDR427W,30.67368704,389.05,0
YBR173C,31.78413223,367.5,0
YPL129W,12.62222222,917,0
YOR117W,31.22829774,368.9809524,0
YDL020C,31.8382258,350.2666667,0
YJR123W,54.58898734,202.15,0
YOR167C,54.58898734,201.95,0
YHL015W,54.58898734,201.9,0
YLR264W,47.23529412,223.15,0
YOL038W,31.78413223,331.2404762,0
YGL189C,54.58898734,190.35,0
YOL127W,77.01675334,123.8,0
YIL075C,31.32857538,286.7517857,0
YGR135W,32.04744263,278.4095238,0
YDR069C,32.02698937,272.252381,0
YPR108W,31.88907803,273.35,0
YGR270W,32.02698937,270.85,0
YDL007W,32.02698937,270.85,0
YHR027C,29.74542852,291.2904762,0
YDL097C,31.78413223,270.85,0
YFR004W,30.8668215,274.7893939,0
YKL145W,28.18604651,291.132695,0
YOR259C,29.80579437,275.0402778,0
YGL048C,29.54917214,276.2924603,0
YLR167W,54.58898734,145.8833333,0
YNL178W,54.58898734,103.7722222,0
YNL252C,30,107.5,80
YKR085C,30,107.5,0
YMR193W,30,107.5,0
YKR006C,30,107.5,80
YGR076C,30,107.5,0
YBR282W,30,107.5,80
YMR116C,54.87895795,54.32777778,0
YLR367W,54.58898734,54.32777778,0
YDR064W,54.58898734,54.32777778,0
YPR132W,54.58898734,54.32777778,0
YDR025W,54.58898734,54.32777778,0
YER074W,54.58898734,54.32777778,0
YPL081W,54.58898734,54.32777778,0
YOL040C,54.58898734,54.32777778,0
YJR145C,54.58898734,54.32777778,0
YLR287CA,54.58898734,54.32777778,0
YMR230W,54.58898734,54.32777778,0
YKL156W,54.58898734,54.32777778,0
YNL302C,54.58898734,54.32777778,0
YNL096C,54.58898734,54.32777778,0
YOL121C,54.58898734,54.32777778,0
YDR450W,54.58898734,54.32777778,0
YOR182C,54.58898734,54.32777778,0
YLR388W,54.58898734,54.32777778,0
YIL069C,54.58898734,54.32777778,0
YLR048W,54.58898734,54.32777778,0
YHR021C,54.58898734,54.32777778,0
YOR369C,54.58898734,54.32777778,0
YBR181C,54.58898734,54.32777778,0
YGR027C,54.58898734,54.32777778,0
YCR031C,54.58898734,54.32777778,0
YJL191W,54.58898734,54.32777778,0
YBR189W,54.58898734,54.32777778,0
YGL123W,54.58898734,54.32777778,0
YML024W,54.58898734,54.32777778,0
YER102W,54.58898734,54.32777778,0
YOR293W,54.58898734,54.32777778,0
YMR143W,54.58898734,54.32777778,0
YML026C,54.58898734,54.32777778,0
YDL083C,54.58898734,54.32777778,0
YML063W,54.58898734,54.32777778,0
YDR447C,54.58898734,54.32777778,0
YKR057W,54.58898734,54.32777778,0
YJL136C,54.58898734,54.32777778,0
YPL090C,53.83146854,54.32777778,0
YER131W,53.83146854,54.32777778,0
YGR118W,53.79638082,54.32777778,0
YGR214W,53.79638082,54.32777778,0
YOR096W,53.79638082,54.32777778,0
YBR048W,52.94792347,54.32777778,0
YPR162C,16.5545831,173.7142857,80
YNL005C,30,78.66666667,80
YKL138C,30,78.66666667,80
YKL167C,30,78.66666667,80
YJL063C,30,78.66666667,0
YDR237W,30,78.66666667,0
YKL170W,30,78.66666667,0
YDR405W,30,78.66666667,0
YBR122C,30,78.66666667,0
YGR220C,30,78.66666667,0
YNL284C,30,78.66666667,0
YJR042W,4.756283511,39.17857143,461.5833333
YDL005C,16.87342211,124.5380952,0
YKL080W,12.15776144,172.5,0
YHR147C,30,69.83333333,0
YBL038W,30,69.83333333,0
YGL025C,16.87342211,121.9924603,0
YHR041C,16.32634921,124.9309524,0
YGR020C,11.7244281,173,0
YOR332W,12.01470588,157,0
YDL192W,7.391223156,251,0
YER022W,16.10079365,114.5531746,0
YLR071C,16.87342211,107.6686508,0
YGL151W,16.87342211,107.6686508,0
YBR060C,16.03293808,113.2012987,80
YJR006W,14.95615447,121.2857143,80
YCR003W,30,60.25,0
YOR150W,30,60.25,0
YOL051W,15.76746032,114.0269841,0
YOR224C,14.01295384,121.6666667,0
YML065W,14.91666667,113.412987,80
YEL051W,10.92222222,154.3333333,0
YBR154C,13.96674877,110.1539683,26
YLR312WA,30,50.83333333,0
YPL173W,30,50.83333333,0
YMR286W,30,50.83333333,0
YLR439W,30,50.83333333,0
YBR268W,30,50.83333333,0
YNL185C,30,50.83333333,0
YDL202W,30,50.83333333,0
YDR322W,30,50.83333333,0
YMR024W,30,50.83333333,0
YJL096W,30,50.83333333,0
YDR462W,30,50.83333333,0
YMR225C,30,50.83333333,0
YER117W,78.96797286,19.06666667,0
YLR061W,78.67745419,19.06666667,0
YJL189W,78.67745419,19.06666667,0
YBR084CA,78.67745419,19.06666667,0
YGR148C,78.67745419,19.06666667,0
YNL067W,78.67745419,19.06666667,0
YLR029C,78.67745419,19.06666667,0
YMR121C,78.67745419,19.06666667,0
YMR194W,78.67745419,19.06666667,0
YML073C,78.67745419,19.06666667,0
YIL018W,78.67745419,19.06666667,0
YNL301C,78.67745419,19.06666667,0
YHR141C,78.67745419,19.06666667,0
YHL033C,78.67745419,19.06666667,0
YLR406C,78.67745419,19.06666667,0
YGL147C,78.67745419,19.06666667,0
YDL184C,78.67745419,19.06666667,0
YKR094C,78.67745419,19.06666667,0
YLL045C,78.67745419,19.06666667,0
YOL120C,78.67745419,19.06666667,0
YDL082W,78.67745419,19.06666667,0
YPL079W,78.67745419,19.06666667,0
YPL143W,78.67745419,19.06666667,0
YBR031W,78.67745419,19.06666667,0
YJL177W,78.67745419,19.06666667,0
YFL034CA,78.67745419,19.06666667,0
YFR031CA,78.67745419,19.06666667,0
YLR325C,78.67745419,19.06666667,0
YDR418W,78.67745419,19.06666667,0
YBL027W,78.67745419,19.06666667,0
YLR344W,78.67745419,19.06666667,0
YOR312C,78.67745419,19.06666667,0
YPR043W,78.67745419,19.06666667,0
YDL133CA,78.67745419,19.06666667,0
YDL130W,78.67745419,19.06666667,0
YDR500C,78.67745419,19.06666667,0
YDR471W,78.67745419,19.06666667,0
YGL030W,78.67745419,19.06666667,0
YGL031C,78.67745419,19.06666667,0
YDL136W,78.67745419,19.06666667,0
YGL103W,78.67745419,19.06666667,0
YDL191W,78.67745419,19.06666667,0
YGL076C,78.67745419,19.06666667,0
YKL006W,78.67745419,19.06666667,0
YJR094WA,78.67745419,19.06666667,0
YBR191W,78.67745419,19.06666667,0
YPL198W,78.67745419,19.06666667,0
YNL069C,78.67745419,19.06666667,0
YIL133C,78.67745419,19.06666667,0
YNL162W,78.67745419,19.06666667,0
YPL220W,78.67745419,19.06666667,0
YLR448W,78.67745419,19.06666667,0
YIL148W,78.67745419,19.06666667,0
YHL001W,78.67745419,19.06666667,0
YER056CA,78.67745419,19.06666667,0
YMR242C,78.67745419,19.06666667,0
YFR032CA,78.67745419,19.06666667,0
YDR012W,78.67745419,19.06666667,0
YIL052C,78.67745419,19.06666667,0
YHR010W,78.67745419,19.06666667,0
YKL180W,78.67745419,19.06666667,0
YLR185W,78.67745419,19.06666667,0
YOR234C,78.67745419,19.06666667,0
YBL087C,77.88501592,19.06666667,0
YMR142C,77.88501592,19.06666667,0
YGL135W,77.88501592,19.06666667,0
YDL075W,77.88501592,19.06666667,0
YGR034W,77.88501592,19.06666667,0
YEL054C,77.88501592,19.06666667,0
YLR075W,77.88501592,19.06666667,0
YOR063W,77.04057637,19.06666667,0
YPR102C,76.11137574,19.06666667,0
YOR210W,13.61083744,106.4944444,0
YPL249CA,73.51162791,19.06666667,0
YMR236W,11.65896783,118.6111111,102
YER179W,15.17222222,90.10515873,0
YBR198C,10.95267974,123.7166667,114
YGR252W,10.10217257,47.44293032,130
YPL254W,9.971252865,111.1666667,130
YPR019W,16.03664596,50.98387446,80
YLR274W,16.00560789,66.50396446,80
YBR278W,14.95615447,85.22857143,0
YPR036W,12.15776144,104,0
YDR145W,11.00907605,100.8545455,114
YJR122W,8.711226927,139.3333333,0
YPR134W,11.36483516,106,0
YKR036C,10.88824697,110.0166667,0
YGL112C,11.34653595,99.41623932,0
YPR187W,13.51724138,82.32460317,0
YHR143WA,14.01295384,76.75555556,0
YDL185W,12.01470588,85.9047619,0
YPL234C,12.15776144,81.85,0
YBR127C,12.01470588,81.3482684,0
YOL148C,8.484073378,111.2,0
YDR298C,12.19576515,76.66666667,0
YKL016C,12.19576515,76.66666667,2
YJL133W,11.36483516,81.16666667,0
YNL113W,13.10154086,69.91666667,0
YKR052C,11.36483516,78.08333333,0
YMR054W,12.15776144,69.29047619,0
YPR072W,9.623290043,81.1984127,34
YLR055C,8.484073378,91.93333333,0
YDR377W,12.19576515,61.5,0
YDL004W,12.19576515,61.5,0
YPL271W,12.19576515,61.5,0
YBL023C,15.70289855,47.53102643,0
YDL184WB,12.15776144,61.35194805,0
YHR026W,12.15776144,61.35194805,0
YLR447C,12.15776144,61.35194805,0
YEL027W,12.15776144,61.35194805,0
YNL261W,16.5545831,44.8226931,0
YHR118C,16.5545831,44.8226931,0
YGR084C,11.74505495,61.5,0
YOR270C,10.86993464,66.39361472,0
YHR039CA,11.7244281,61.35194805,0
YLL004W,16.03293808,44.8226931,0
YEL032W,16.95158103,41.65440305,0
YIR021W,11.36483516,61.91666667,0
YDR156W,8.686308892,80,0
YOR340C,8.686308892,80,2
YNR052C,8.885480859,77.03095238,0
YOR158W,11.08571429,61.5,0
YBR120C,11.36483516,59.08333333,0
YBR039W,12.19576515,54.95,0
YBR202W,16.03664596,41.65440305,0
YDR448W,8.348521772,59.30242813,80
YPL078C,12.19576515,54.75,0
YPR020W,12.19576515,54.55,2
YOL005C,7.213182733,90.83333333,12
YIL021W,7.541533752,86.78571429,0
YPR110C,11.95265593,53.69047619,0
YLR103C,16.00560789,38.94606972,0
YDL165W,9.322128852,66.41428571,0
YGL201C,15.74771316,38.94606972,0
YDL181W,9.578947368,63.66666667,2
YDR167W,7.928104575,76.31847626,0
YIL038C,8.687570028,69.22619048,0
YNL262W,15.44746377,36.6124231,0
YJR022W,2.326530612,47.83333333,242
YDR322CA,12.90112229,43.47380952,0
YDR460W,7.404761905,75.4,10
YAL021C,10.01968954,54.96666667,0
YFL028C,10.61881419,50.84761905,0
YJR121W,12.50773994,43.12142857,0
YCR093W,8.665266106,62.10128205,0
YOL077WA,12.19576515,43.47380952,0
YML081CA,12.19576515,43.47380952,0
YIL106W,8.640714106,60.74285714,0
YLR295C,10.625387,49.06666667,0
YHL004W,11.74505495,44.33333333,0
YNL306W,11.74505495,44.33333333,0
YDR337W,11.74505495,44.33333333,0
YBR146W,11.74505495,44.33333333,0
YBL099W,11.27244582,45.95,0
YPL029W,11.36483516,45.15952381,0
YDL102W,14.95615447,33.85051834,0
YPR175W,14.95615447,33.85051834,0
YJR043C,14.67682571,33.85051834,0
YDR176W,8.279306695,59.68955387,0
YML098W,6.373590952,71,12
YGR222W,10.2,44.23452381,0
YJL140W,7.774889173,58.01785714,12
YDR392W,8.591094135,50.59114117,0
YGR092W,9.829598506,44.14285714,0
YPR034W,8.295424837,51.45,0
YPL010W,6.798149563,62,17.33333333
YKL003C,11.74505495,35.25,0
YGL070C,7.558919052,54.70714286,12
YML015C,6.629463755,62.16666667,0
YPL011C,6.629463755,61.66666667,0
YLR382C,11.36483516,35.89880952,0
YDL044C,11.36483516,35.89880952,0
YOR334W,11.36483516,35.89880952,0
YDR194C,11.36483516,35.89880952,0
YBR251W,11.08571429,35.25,0
YBR081C,8.484073378,45.7617552,0
YMR287C,10.77142857,35.89880952,0
YOR151C,7.741444357,49.66666667,0
YMR033W,8.295424837,46.24836601,0
YER068W,8.640714106,44.14285714,0
YHR099W,8.162919531,45.7617552,0
YDR404C,7.213182733,51.64285714,0
YDL160C,8.711226927,42.72619048,0
YMR023C,10.2,35.89880952,0
YOR213C,5.655462185,62.6,42
YDR238C,6.798149563,51.66666667,17.33333333
YKL142W,12.13333333,28.66666667,0
YNL151C,7.430581686,46.5,12
YDL045WA,11.74505495,28.66666667,0
YPR166C,11.74505495,28.66666667,0
YHR075C,11.74505495,28.66666667,0
YDR347W,11.74505495,28.66666667,0
YMR146C,4.868055556,25.17651515,68
YHR005CA,8.6,37.89880952,0
YDL140C,6.093514751,53,0
YGR274C,6.918576097,46.51278166,0
YNR003C,7.289556045,44,12
YGL137W,6.748798914,46.30952381,10.11111111
YBR254C,8,38.6,0
YDL145C,6.634513199,46.46428571,10.11111111
YKR008W,6.211594941,49.16666667,36
YCR052W,6.211594941,47.8,0
YJL194W,7.435546376,39.74675325,0
YLR078C,5.517857143,53.08333333,0
YIL076W,6.798149563,41.32539683,0
YHR117W,6.533333333,42.5,0
YNL287W,5.665826331,48.51190476,0
YFR051C,6.634513199,41.32539683,0
YDR472W,8,34.26666667,12.5
YML077W,8,34.26666667,12.5
YLR268W,4.98166393,53.73809524,0
YLR418C,6.812266982,38.19761905,0
YIL004C,7.030812325,36.37301587,0
YNL244C,4.385996456,54.5952381,0
YDR246W,8,29.92380952,12.5
YKL144C,7.430581686,31.5,12
YJR063W,8.686308892,26.93055556,2
YCR042C,6.373590952,36.36480186,0
YMR227C,6.373590952,36.36480186,0
YGR056W,5.815635345,39.84166667,36
YER070W,2.595238095,87,0
YIL126W,6.211594941,23.32843137,36
YMR203W,6.366666667,34.83333333,2
YHR166C,7.733333333,28.4,0
YJL148W,8.686308892,25.26150794,0
YNL248C,8.686308892,25.26150794,0
YLR005W,6.231024531,35.09206349,2
YFR037C,7.463585434,29.24836601,0
YLR357W,6.033817163,31.24166667,36
YOR341W,8.560667866,25.26150794,0
YLR102C,7.992857143,26.66666667,0
YIL143C,6.991071429,30.26845238,0
YDR225W,5.881843647,35.9,24
YFR049W,11.74505495,17.83333333,0
YPR010C,8.270191676,25.26150794,0
YHR061C,3.768722944,54.15357143,0
YKR068C,8,25.38730159,24
YOR065W,6.902777778,29.33333333,0
YDR118W,7.992857143,24.6,0
YPR056W,4.936868687,39.28571429,2
YOR116C,7.826684306,22.88571429,0
YOR361C,3.889880952,45.83333333,0
YDR407C,8,21.97460317,0
YGR166W,8,21.97460317,0
YOR115C,8,21.97460317,0
YKL022C,8.1,21.6,0
YLR321C,5.815635345,29.24836601,0
YDR201W,2.361111111,12.66666667,72
YMR218C,8,21.03809524,0
YDL116W,5.009126672,33.43095238,0
YDR108W,8,19.93015873,0
YDR443C,3.533151652,45,0
YER171W,6.226190476,25.25016278,0
YNL131W,6.366666667,24.51666667,0
YPL122C,6.106684982,25.53305322,0
YBL084C,8.90952381,16.7952381,0
YOR045W,6.533333333,22.9,0
YPR190C,7.430581686,19.41071429,0
YJL166W,6.902777778,20.66666667,2.25
YDR529C,6.902777778,20.66666667,4
YOR207C,7.289556045,19.41071429,0
YDR429C,3.874007937,21.58055556,36
YNL062C,3.874007937,35.66666667,36
YMR309C,3.874007937,22.69444444,36
YGL172W,3.4503663,39.5952381,8.25
YOR249C,7.992857143,17,0
YGR119C,3.047619048,44.16666667,8.25
YDL008W,7.992857143,16.7952381,0
YFR036W,7.992857143,16.7952381,0
YGL240W,7.992857143,16.7952381,0
YMR060C,6.533333333,19.93809524,0
YPR133WA,6.533333333,19.93809524,0
YEL024W,6.222222222,20.66666667,2.25
YNL070W,5.6,22.9,2
YDR328C,3.833333333,33.40158942,0
YFR033C,6.902777778,17.6,0
YNL121C,6.533333333,18.5,0
YGR082W,6.144444444,19.54285714,2
YBR079C,3.3125,24.06944444,36
YDR311W,6.20021645,19.21989963,0
YGR095C,4.672619048,24.83333333,20
YPR025C,6.025974026,19.21989963,0
YML012W,4.285714286,27,16.25
YPR191W,6.902777778,16.40952381,0
YOR103C,6.611111111,17,2
YPL174C,2.099145299,52.66666667,0
YER054C,3.866666667,28.25,0
YDL108W,6.140880858,17.76904762,0
YBL045C,6.902777778,15.51428571,0
YGR183C,6.902777778,15.51428571,0
YHR001WA,6.902777778,15.51428571,0
YGL092W,4.032796153,26.42490842,0
YOR290C,6.03916541,17.22222222,0
YJL176C,5.982124412,17.22222222,0
YPL248C,3.071690034,32.28888889,0
YDR076W,3.333333333,29.5,0
YCR088W,2.62068668,37.33333333,0
YMR201C,2.559726267,37.8,34
YBR289W,5.498441428,17.22222222,0
YGR195W,4.672619048,13.04448884,20
YCR035C,4.672619048,16.15555556,20
YHR051W,5.892857143,15.66666667,0
YDR309C,2.269318182,40.1724026,0
YKL011C,2,45,0
YDR073W,5.188884318,17.22222222,0
YLR229C,3.375,26.39228272,0
YNL290W,4,22.25,0
YOL094C,4,22.25,0
YGR258C,6.459090909,13.64460784,0
YNR023W,5.116157046,17.22222222,0
YHL025W,5.188884318,16.88888889,0
YDR335W,4.188503113,20.7262765,0
YHR107C,2.666666667,19.94372294,32
YOL069W,2.833333333,29.66666667,0
YDR280W,4.672619048,17.94444444,6
YDR224C,4.12464986,19.91428571,6
YKL042W,2.277777778,21.25,36
YMR311C,3.822222222,21.25,0
YNL282W,7,11.44444444,0
YBR257W,7,11.33333333,0
YFL039C,2.862433862,27.30190058,0
YKL122C,3.866666667,20,0
YLR208W,4.945238095,15.63690476,2.833333333
YPL016W,4.452287582,17.22222222,0
YBR167C,7,10.58888889,0
YHR062C,7,10.58888889,0
YDL132W,3.026515152,24.4,0
YKL057C,3.05030525,24.1510989,0
YDL111C,4.672619048,15.70789211,0
YLR362W,3.2,22.84285714,0
YGL100W,3.011904762,24.14285714,10.97222222
YLR395C,5.892857143,12.08333333,0
YNL052W,5.892857143,12.08333333,0
YGL200C,4.178571429,17,16.25
YGR030C,7,10.12323232,0
YGL163C,3.333333333,21.10119048,2
YNL221C,7,9.866666667,0
YGL019W,3.333333333,20.5,0
YDR202C,1.347222222,50.33333333,0
YJL002C,6.805555556,9.916666667,2
YMR127C,2.714285714,16.40833333,24
YLR216C,2.166666667,30,0
YJL089W,3.743589744,17.25,0
YFR034C,2.280016878,28,0
YHR069C,4.196428571,15.06262626,0
YLR038C,5.892857143,10.5,0
YDR181C,2.714285714,22.2,0
YBR088C,3.285714286,8.458333333,18
YJL041W,1.311126374,45,0
YMR117C,2.51965812,23.4,2
YLR293C,2.742647059,21.19545455,2
YPL210C,3.866666667,14.83333333,2
YKL081W,3.511111111,16.33333333,0
YNL071W,2.678571429,21.33333333,0
YIL142W,6.222222222,9,0
YAL033W,7,7.870707071,0
YIR015W,7,7.870707071,0
YBL018C,7,7.870707071,0
YBR010W,3.406162465,16.00490196,0
YLR166C,4.055735931,13.33333333,0
YBL003C,4.255538579,12.6,2
YIL035C,3.587301587,14.93888889,0
YML019W,6.611111111,8.083333333,2
YLR127C,7.242857143,7.314285714,0
YIL066C,2.571428571,20.13333333,0
YML105C,3.866666667,13.33333333,0
YML109W,1.359848485,37.90714286,0
YBR087W,2.761904762,18.375,0
YGL187C,5.25,9.6,0
YDL067C,5.892857143,8.533333333,0
YMR256C,5.892857143,8.533333333,0
YGL191W,5.892857143,8.533333333,0
YOL021C,3.75,12.92929293,0
YBR118W,2.330687831,20.66666667,0
YIL109C,4.887955182,9.813492063,0
YGR040W,3.038956365,15.6,0
YDR004W,2.333333333,20.22380952,0
YML032C,3.333333333,14.08928571,0
YDL092W,3.866666667,12,0
YER118C,2.253165313,20.54545455,0
YDL017W,4.505105402,10.18831169,0
YMR053C,0.915151515,50,0
YPL243W,3.866666667,11.7,2
YGR193C,2.678571429,16.75,0
YPL240C,2.652777778,16.81758242,0
YIL007C,1.482664996,29.66666667,0
YPL218W,4.482026144,9.813492063,0
YJR068W,2.895238095,15.125,0
YNL298W,1.717166167,25.2794955,0
YPR181C,4.387955182,9.813492063,0
YOR217W,2.895238095,14.85,0
YIL062C,3.00952381,14,0
YJL026W,2.219047619,18.8,0
YOR061W,3.587301587,11.15555556,0
YJL014W,5.488095238,7,0
YBR009C,2.761904762,13.68347339,0
YDR212W,5.166666667,7,0
YJL008C,5.166666667,7,0
YLR310C,2.253968254,16,0
YER148W,1.477351916,24.40996732,2
YPL124W,2.173611111,16.58333333,10.25
YPL042C,2.873629067,12.40238095,0
YJR065C,3.235929288,10.88975469,0
YPR088C,3.333333333,10.53333333,2
YFL009W,2.042929293,16.90277778,0
YDL043C,1.894736842,18,0
YDL195W,4.285714286,7.75,0
YDL029W,2.871837341,11.56493506,0
YBR221C,2.678571429,12.27777778,0
YER178W,2.678571429,12.27777778,0
YER112W,1.826086957,18,0
YER133W,3.066666667,10.71428571,0
YDR052C,2.868741765,11.40909091,0
YHR152W,1.666666667,19.5,0
YPL085W,4.178571429,7.75,0
YMR186W,2.444444444,12.84642857,0
YMR149W,6.805555556,4.583333333,0
YGL022W,6.805555556,4.583333333,0
YEL002C,6.805555556,4.583333333,0
YLR423C,2.132478632,14.62179487,0
YER095W,2.333333333,13.20952381,0
YCR077C,1.772727273,17.125,0
YOR085W,6.611111111,4.583333333,0
YGL226CA,6.611111111,4.583333333,0
YDL232W,6.611111111,4.583333333,0
YLR370C,3.00952381,10.01428571,0
YJL164C,2.4,12.5,0
YMR055C,1.968253968,15.2,0
YLR026C,1.685743263,17.36111111,0
